catch_id,year,quarter,state,species_group,scientific_name,ecological_category,catch_volume_tonnes,fishing_fleet_segment,monsoon_ban_impact,source,species_id
2410,2019,Q3,Karnataka,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,541.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2411,2019,Q3,Karnataka,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,199.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2412,2019,Q3,Karnataka,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,55.7,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2413,2019,Q3,Karnataka,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,374.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2414,2019,Q3,Karnataka,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,137.8,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2415,2019,Q3,Karnataka,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,38.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2416,2019,Q3,Karnataka,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,340.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2417,2019,Q3,Karnataka,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,125.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2418,2019,Q3,Karnataka,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,35.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2419,2019,Q3,Karnataka,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,331.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2420,2019,Q3,Karnataka,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,122.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2421,2019,Q3,Karnataka,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,34.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2422,2019,Q3,Karnataka,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,862.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2423,2019,Q3,Karnataka,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,317.2,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2424,2019,Q3,Karnataka,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,88.8,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2425,2019,Q3,Karnataka,Threadfin Breams,Nemipterus japonicus,Demersal,2881.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2426,2019,Q3,Karnataka,Threadfin Breams,Nemipterus japonicus,Demersal,1059.5,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2427,2019,Q3,Karnataka,Threadfin Breams,Nemipterus japonicus,Demersal,296.7,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2428,2019,Q3,Karnataka,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,2186.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2429,2019,Q3,Karnataka,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,803.7,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2430,2019,Q3,Karnataka,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,225.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2431,2019,Q3,Karnataka,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,247.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2432,2019,Q3,Karnataka,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,91.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2433,2019,Q3,Karnataka,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,25.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2434,2019,Q3,Karnataka,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,546.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2435,2019,Q3,Karnataka,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,200.8,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2436,2019,Q3,Karnataka,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,56.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2437,2019,Q3,Kerala,Oil Sardine,Sardinella longiceps,Pelagic,3208.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2438,2019,Q3,Kerala,Oil Sardine,Sardinella longiceps,Pelagic,1179.5,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2439,2019,Q3,Kerala,Oil Sardine,Sardinella longiceps,Pelagic,330.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2440,2019,Q3,Kerala,Indian Mackerel,Rastrelliger kanagurta,Pelagic,3680.4,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2441,2019,Q3,Kerala,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1353.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2442,2019,Q3,Kerala,Indian Mackerel,Rastrelliger kanagurta,Pelagic,378.9,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2443,2019,Q3,Kerala,Ribbonfishes,Trichiurus lepturus,Pelagic,544.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2444,2019,Q3,Kerala,Ribbonfishes,Trichiurus lepturus,Pelagic,200.2,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2445,2019,Q3,Kerala,Ribbonfishes,Trichiurus lepturus,Pelagic,56.1,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2446,2019,Q3,Kerala,Penaeid Prawns,Penaeus monodon / indicus,Demersal,6165.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2447,2019,Q3,Kerala,Penaeid Prawns,Penaeus monodon / indicus,Demersal,2266.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2448,2019,Q3,Kerala,Penaeid Prawns,Penaeus monodon / indicus,Demersal,634.7,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2449,2019,Q3,Kerala,Non-penaeid Prawns,Acetes indicus,Demersal,1035.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2450,2019,Q3,Kerala,Non-penaeid Prawns,Acetes indicus,Demersal,380.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2451,2019,Q3,Kerala,Non-penaeid Prawns,Acetes indicus,Demersal,106.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2452,2019,Q3,Kerala,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,3202.9,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2453,2019,Q3,Kerala,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,1177.5,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2454,2019,Q3,Kerala,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,329.7,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2455,2019,Q3,Kerala,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,2932.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2456,2019,Q3,Kerala,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,1077.9,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2457,2019,Q3,Kerala,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,301.8,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2458,2019,Q3,Kerala,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,2129.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2459,2019,Q3,Kerala,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,783.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2460,2019,Q3,Kerala,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,219.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2461,2019,Q3,Kerala,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,355.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2462,2019,Q3,Kerala,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,130.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2463,2019,Q3,Kerala,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,36.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2464,2019,Q3,Kerala,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,660.9,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2465,2019,Q3,Kerala,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,243.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2466,2019,Q3,Kerala,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,68.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2467,2019,Q3,Kerala,Threadfin Breams,Nemipterus japonicus,Demersal,3248.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2468,2019,Q3,Kerala,Threadfin Breams,Nemipterus japonicus,Demersal,1194.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2469,2019,Q3,Kerala,Threadfin Breams,Nemipterus japonicus,Demersal,334.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2470,2019,Q3,Kerala,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,2607.4,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2471,2019,Q3,Kerala,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,958.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2472,2019,Q3,Kerala,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,268.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2473,2019,Q3,Kerala,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,1497.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2474,2019,Q3,Kerala,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,550.7,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2475,2019,Q3,Kerala,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,154.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2476,2019,Q3,Kerala,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,661.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2477,2019,Q3,Kerala,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,243.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2478,2019,Q3,Kerala,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,68.1,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2479,2019,Q3,Tamil Nadu,Oil Sardine,Sardinella longiceps,Pelagic,2097.9,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2480,2019,Q3,Tamil Nadu,Oil Sardine,Sardinella longiceps,Pelagic,771.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2481,2019,Q3,Tamil Nadu,Oil Sardine,Sardinella longiceps,Pelagic,216.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2482,2019,Q3,Tamil Nadu,Indian Mackerel,Rastrelliger kanagurta,Pelagic,14385.2,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2483,2019,Q3,Tamil Nadu,Indian Mackerel,Rastrelliger kanagurta,Pelagic,5288.7,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2484,2019,Q3,Tamil Nadu,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1480.8,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2485,2019,Q3,Tamil Nadu,Ribbonfishes,Trichiurus lepturus,Pelagic,9736.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2486,2019,Q3,Tamil Nadu,Ribbonfishes,Trichiurus lepturus,Pelagic,3579.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2487,2019,Q3,Tamil Nadu,Ribbonfishes,Trichiurus lepturus,Pelagic,1002.3,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
